,recruitType,year,ranking,name,school,committedTo,position,height,weight,stars,rating,city,stateProvince,country
19388,HighSchool,2014,1552,Casey Hughes,Legacy,Utah,CB,73,185,3,0.8116,North Las Vegas,NV,NA
19389,HighSchool,2014,1553,"Czachovaski ""C.J."" Johnson",Colquitt County,South Alabama,S,73,200,3,0.8115,Douglas,GA,NA
19390,HighSchool,2014,1560,Kaleb Hill,Samuel Clemens,Boise State,OLB,73,200,3,0.8114,Schertz,TX,NA
19391,HighSchool,2014,1561,Willy Ivery,Sulphur Springs,North Texas,WR,68.5,180,3,0.8113,Sulphur Springs,TX,NA
19392,HighSchool,2014,1563,Destri White,Horn,Rice,ATH,71.5,192,3,0.8113,Mesquite,TX,NA
19393,HighSchool,2014,1564,Terry Ausborne,John Tyler,Abilene Christian,S,70,162,3,0.8113,Tyler,TX,NA
19394,HighSchool,2014,1566,Malik Turner,Sacred Heart Griffin,Illinois,WR,73,205,3,0.8113,Springfield,IL,NA
19395,HighSchool,2014,1567,Tyrell Gilbert,Princeton,Cincinnati,ATH,72,193,3,0.8113,Cincinnati,OH,NA
19396,HighSchool,2014,1569,Michael Coley,Irving,Texas Tech,WR,74,185,3,0.8113,Irving,TX,NA
19397,HighSchool,2014,1570,Matthew Boateng,IMG Academy,Kansas,CB,72,180,3,0.8113,Bradenton,FL,NA
19398,HighSchool,2014,1571,Trumaine Washington,Killian,Louisville,CB,71,170,3,0.8112,Miami,FL,NA
19399,HighSchool,2014,1574,Jonathan Buffin,Cedar Hill,NA,CB,71,175,3,0.8111,Chatfield,TX,NA
19400,HighSchool,2014,1575,Jaquan Banks,Fort Lauderdale,NA,CB,69,165,3,0.8111,Fort Lauderdale,FL,NA
19401,HighSchool,2014,1576,Damian Richardson,McArthur,NA,RB,70,175,3,0.8111,Hollywood,FL,NA
19402,HighSchool,2014,1577,Neino Robinson,Northview,NA,CB,71,160,3,0.8111,Century,FL,NA
19403,HighSchool,2014,1578,Reuben Peters,Loyola,USC,ILB,73,230,3,0.8111,Los Angeles,CA,NA
19404,HighSchool,2014,1580,Larry Hill,Cedar Hill,NA,RB,70,185,3,0.8111,Chatfield,TX,NA
19405,HighSchool,2014,1581,Alex Jasmin,Palm Bay Senior,NA,CB,73,175,3,0.8111,Melbourne,FL,NA
19406,HighSchool,2014,1584,Mac Loudermilk,Valdosta,UCF,DUAL,73,220,3,0.8109,Valdosta,GA,NA
19407,HighSchool,2014,1586,Malik Cyphers,Oaks Christian,Portland State,CB,69,172,3,0.8107,Westlake Village,CA,NA
19408,HighSchool,2014,1587,Boobie Hobbs,O Perry Walker,Utah,CB,70,175,3,0.8106,New Orleans,LA,NA
19409,HighSchool,2014,1588,Jordan Van Dort,Zeeland West,Western Michigan,TE,77,240,3,0.8106,Zeeland,MI,NA
19410,HighSchool,2014,1589,Cortez Lewis,Demopolis,Wake Forest,WR,74,200,3,0.8105,Demopolis,AL,NA
19411,HighSchool,2014,1590,Marcus Mosely,Alonso,Utah State,TE,76,200,3,0.8104,Tampa,FL,NA
19412,HighSchool,2014,1591,Maurice Hall,Gibbs,Marshall,S,73,186,3,0.8103,Saint Petersburg,FL,NA
19413,HighSchool,2014,1592,Thomas Dillon,The Kinkaid School,Wake Forest,CB,70.5,173,3,0.8103,Houston,TX,NA
19414,HighSchool,2014,1593,Bright Ugwoegbu,Seven Lakes,Oregon State,S,73,180,3,0.8103,Katy,TX,NA
19415,HighSchool,2014,1594,Anthony Milton,O Perry Walker,NA,S,72,180,3,0.8099,New Orleans,LA,NA
19416,HighSchool,2014,1595,Chris Jefferson,Athens,SMU,S,73.5,190,3,0.8099,Athens,TX,NA
19417,HighSchool,2014,1597,Will Young,McGill Toolen,Chattanooga,WR,74,180,3,0.8099,Mobile,AL,NA
19418,HighSchool,2014,1598,Chase Edmonds,Central Dauphin East,Fordham,RB,70,190,3,0.8099,Harrisburg,PA,NA
19419,HighSchool,2014,1600,Dexter Knox,Creekside,Purdue,RB,69,200,3,0.8097,Fairburn,GA,NA
19420,HighSchool,2014,1601,Roderick Winters,Bowie,Missouri,OLB,72,200,3,0.8094,Arlington,TX,NA
19421,HighSchool,2014,1602,Ra'Shaun Croney,Pahokee,Minnesota,ATH,72,175,3,0.8094,Pahokee,FL,NA
19422,HighSchool,2014,1603,Hyleck Foster,Gaffney,Marshall,ATH,70,176,3,0.8092,Gaffney,SC,NA
19423,HighSchool,2014,1604,Kameron Maye,Murphy,Georgia Southern,ATH,72,177,3,0.8092,Mobile,AL,NA
19424,HighSchool,2014,1606,Korey Robertson,Greenwood,Southern Mississippi,WR,74,195,3,0.8092,Greenwood,MS,NA
19425,HighSchool,2014,1607,Arnold Tarpley,Central Catholic,Vanderbilt,S,73,190,3,0.8092,Pittsburgh,PA,NA
19426,HighSchool,2014,1609,Christian Byrum,Tallwood,Old Dominion,S,73,195,3,0.8089,Virginia Beach,VA,NA
19427,HighSchool,2014,1610,Daiquan Lawrence,Western Branch,Wake Forest,CB,73,185,3,0.8089,Chesapeake,VA,NA
19428,HighSchool,2014,1611,Erik Simpson,Glenville,Kent State,CB,72,185,3,0.8088,Cleveland,OH,NA
19429,HighSchool,2014,1612,Desmon White,DeSoto,TCU,ATH,65.5,148,3,0.8087,DeSoto,TX,NA
19430,HighSchool,2014,1613,Fitou Fisiiahi,Kaiser,Oregon State,ILB,74,240,3,0.8087,Honolulu,HI,NA
19431,HighSchool,2014,1614,Randy Beggs,Vista Murrieta,NA,S,72,180,3,0.8087,Murrieta,CA,NA
19432,HighSchool,2014,1616,Jarvion Franklin,Victor J Andrew,Western Michigan,RB,73,215,3,0.8087,Bolingbrook,IL,NA
19433,HighSchool,2014,1617,Sean Modster,Santa Margarita Catholic,Boise State,WR,72,185,3,0.8087,Rancho Santa Margarita,CA,NA
19434,HighSchool,2014,1619,Malik Crossdale,Fordham Prep,Army,APB,71,185,3,0.8085,Bronx,NY,NA
19435,HighSchool,2014,1620,Marques Little,Williamstown,Old Dominion,CB,69,170,3,0.8085,Williamstown,NJ,NA
19436,HighSchool,2014,1621,Davis Koppenhaver,Hart,Duke,TE,77,215,3,0.8084,Newhall,CA,NA
19437,HighSchool,2014,1622,Ridwan Issahaku,Norcross,TCU,CB,72,180,3,0.8083,Norcross,GA,NA
19438,HighSchool,2014,1623,Blaise Taylor,Auburn,Arkansas State,ATH,68,170,3,0.8083,Auburn,AL,NA
19439,HighSchool,2014,1624,Chris Merchant,St. Andrews College,Buffalo,PRO,74,180,3,0.8083,Aurora,ON,NA
19440,HighSchool,2014,1625,Walden Davis,Peachtree Ridge,Southern Mississippi,S,72,187,3,0.8083,Suwanee,GA,NA
19441,HighSchool,2014,1628,Kendrick Igbinoba,Richardson,NA,ATH,73.5,221,3,0.808,Richardson,TX,NA
19442,HighSchool,2014,1629,Roy Denson,Ida S. Baker,Ball State,ATH,71.5,175,3,0.808,Cape Coral,FL,NA
19443,HighSchool,2014,1631,Jeremy McNichols,Lakewood,Boise State,WR,70,185,3,0.808,Lakewood,CA,NA
19444,HighSchool,2014,1632,Everett Williams,Mansfield Legacy,Minnesota,OLB,73,220,3,0.8078,Mansfield,TX,NA
19445,HighSchool,2014,1633,Frank Nutile,Don Bosco Prep,Temple,PRO,76,200,3,0.8078,Ramsey,NJ,NA
19446,HighSchool,2014,1635,Hercules Mata'afa,Lahainaluna,Washington State,OLB,75,225,3,0.8073,Lahaina,HI,NA
19447,HighSchool,2014,1638,Joseph Clark,Chapel Hill,Texas Tech,S,69,180,3,0.8068,Tyler,TX,NA
19448,HighSchool,2014,1640,Nick Scott,Brookline,NA,ATH,71,170,3,0.8065,Fairfax,VA,NA
19449,HighSchool,2014,1641,Drevon Jones,Harrison,NA,WR,76,180,3,0.8065,Kennesaw,GA,NA
19450,HighSchool,2014,1642,J-Shun Harris,Fishers,Indiana,WR,68,165,3,0.8065,Fishers,IN,NA
19451,HighSchool,2014,1643,Brujuon Bonner,Lakewood,Memphis,S,75,190,3,0.8065,Saint Petersburg,FL,NA
19452,HighSchool,2014,1644,Ladarian Smiley,Amos P. Godby,Faulkner,ATH,69,160,3,0.8065,Monticello,FL,NA
19453,HighSchool,2014,1646,Brodrick Yancy,Manatee,Temple,WR,71,185,3,0.8059,Bradenton,FL,NA
19454,HighSchool,2014,1648,Jerrell Foster,Winton Woods,Kent State,CB,71,175,3,0.8059,Cincinnati,OH,NA
19455,HighSchool,2014,1649,Paul Moses,Central Catholic,Miami (OH),RB,71,200,3,0.8059,Toledo,OH,NA
19456,HighSchool,2014,1652,Alex Woodall,McComb,Louisiana Tech,ATH,75,225,3,0.8058,Mccomb,MS,NA
19457,HighSchool,2014,1653,Shaq Vann,Adams,Eastern Michigan,ATH,70,195,3,0.8058,South Bend,IN,NA
19458,HighSchool,2014,1654,Okon Godwin,Alcovy,Appalachian State,OLB,74,230,3,0.8058,Covington,GA,NA
19459,HighSchool,2014,1656,Dontrell Hilliard,Scotlandville Magnet,Tulane,ATH,72,180,3,0.8058,Baton Rouge,LA,NA
19460,HighSchool,2014,1660,Nnamdi Egbuaba,St. Frances Academy,Maryland,OLB,73,215,3,0.8056,Baltimore,MD,NA
19461,HighSchool,2014,1662,Clay Moffitt,Catholic,NA,TE,74,215,3,0.8054,Baton Rouge,LA,NA
19462,HighSchool,2014,1664,Stephen Louis,Palm Beach Lakes,NC State,WR,74,195,3,0.8051,West Palm Beach,FL,NA
19463,HighSchool,2014,1666,Kekoa Nawahine,Rocky Mountain,Boise State,WR,75,190,3,0.8049,Meridian,ID,NA
19464,HighSchool,2014,1667,David Morrison,Concordia Lutheran,Ball State,PRO,74,170,3,0.8047,Fort Wayne,IN,NA
19465,HighSchool,2014,1668,Elliott Davis,Quince Orchard,NC State,ATH,71,175,3,0.8046,Gaithersburg,MD,NA
19466,HighSchool,2014,1669,Jordan Schlueter,Notre Dame Preparatory,Yale,S,74,185,3,0.8046,Scottsdale,AZ,NA
19467,HighSchool,2014,1672,AJ Bush,Norcross,Nebraska,DUAL,75,211,3,0.8043,Alpharetta,GA,NA
19468,HighSchool,2014,1675,Marquice Dye,Elbert County,NA,CB,71,175,3,0.8039,Elberton,GA,NA
19469,HighSchool,2014,1676,Nolan Jackson-Daniel,Shaker Heights,Buffalo,WR,72,175,3,0.8039,Cleveland,OH,NA
19470,HighSchool,2014,1678,Price Wilson,Walton,Louisiana Tech,PRO,73,218,3,0.8037,Marietta,GA,NA
19471,HighSchool,2014,1679,Romello Brooker,Alief Taylor,Houston,WR,76,197,3,0.8037,Houston,TX,NA
19472,HighSchool,2014,1681,Michael Garner,Madison,Idaho,APB,70,167,3,0.8033,San Diego,CA,NA
19473,HighSchool,2014,1682,Alex McGough,Gaither,Florida International,PRO,75,198,3,0.8033,Tampa,FL,NA
19474,HighSchool,2014,1684,Oshane Ximines,Hertford County,Old Dominion,OLB,75,220,3,0.8033,Ahoskie,NC,NA
19475,HighSchool,2014,1685,Orion Salters,Jesuit,Iowa State,ATH,69.5,158,3,0.8033,Dallas,TX,NA
19476,HighSchool,2014,1688,Zeke Walker,Brooklyn Cayce,Indiana,S,75,200,3,0.8031,Cayce,SC,NA
19477,HighSchool,2014,1689,Garrett Bradbury,Charlotte Christian,NC State,TE,75,240,3,0.8031,Charlotte,NC,NA
19478,HighSchool,2014,1690,Landon Brazile,Thurgood Marshall,Cincinnati,ATH,78,230,3,0.803,Dayton,OH,NA
19479,HighSchool,2014,1691,Ed Curney,Carver,Georgia State,ILB,72,215,3,0.8029,Fairburn,GA,NA
19480,HighSchool,2014,1692,Joeal Williams,Hightower,Houston,S,70,182,3,0.8028,Missouri City,TX,NA
19481,HighSchool,2014,1693,Dedric Brinson,Lake Wales,Toledo,CB,74,180,3,0.8027,Lake Wales,FL,NA
19482,HighSchool,2014,1694,Finis Stribling IV,Independence,Missouri,CB,70.5,170,3,0.8027,Thompson's Station,TN,NA
19483,HighSchool,2014,1695,Demetric Woodard,Long Beach Poly,Arizona,CB,69,165,3,0.8027,Anaheim,CA,NA
19484,HighSchool,2014,1697,Jaeden Graham,Cherry Creek,Yale,S,75,210,3,0.8025,Englewood,CO,NA
19485,HighSchool,2014,1698,Leo Ekwoge,Good Counsel,Western Michigan,RB,71,195,3,0.8025,Olney,MD,NA
19486,HighSchool,2014,1699,Charles Grant,Mesquite,Arkansas State,S,70.5,183,3,0.8025,Mesquite,TX,NA
19487,HighSchool,2014,1700,Zachery Harris,Holy Cross,Tulane,OLB,71,192,3,0.8025,New Orleans,LA,NA
19488,HighSchool,2014,1702,Austin Roberts,Rice Lake,Illinois,ILB,75,230,3,0.8024,Rice Lake,WI,NA
19489,HighSchool,2014,1703,Tyrone Washington,Paramus Catholic,NA,WR,74,180,3,0.8022,Paramus,NJ,NA
19490,HighSchool,2014,1704,Kilton Anderson,Skyline,Fresno State,DUAL,74,200,3,0.8021,Sammamish,WA,NA
19491,HighSchool,2014,1705,Luke Carrezola,Neshaminy,Connecticut,TE,75,245,3,0.8021,Langhorne,PA,NA
19492,HighSchool,2014,1707,Zack Bornstein,Oaks Christian,UCLA,TE,76,220,3,0.802,Thousand Oaks,CA,NA
19493,HighSchool,2014,1710,Leondre James,Donaldsonville,Tulane,ATH,72,175,3,0.8018,Donaldsonville,LA,NA
19494,HighSchool,2014,1711,Sean Chandler,Camden,Temple,CB,70,175,3,0.8018,Camden,NJ,NA
19495,HighSchool,2014,1713,Jonathan Willis,Booker T. Washington,Oregon State,OLB,73,210,3,0.8018,Tulsa,OK,NA
19496,HighSchool,2014,1714,Corey Seargent,Northwestern,East Carolina,S,72,175,3,0.8018,Rock Hill,SC,NA
19497,HighSchool,2014,1715,Charles Gaskins,Amos P. Godby,Arkansas State,S,72,180,3,0.8017,Tallahassee,FL,NA
19498,HighSchool,2014,1719,Allen Dawson,Cheshire Academy,Boston College,S,72,190,3,0.8015,Cheshire,CT,NA
19499,HighSchool,2014,1720,Henry McGrew,Blue Valley,Illinois,ILB,75,237,3,0.8014,Stilwell,KS,NA
19500,HighSchool,2014,1721,Tre'Shun Wynn,Monroe,Charlotte,ATH,72,170,3,0.8013,Monroe,NC,NA
19501,HighSchool,2014,1723,Jordan Hogue,New Haven,Ball State,WR,73,175,3,0.8013,New Haven,IN,NA
19502,HighSchool,2014,1724,Cody Purdie,New Bern,East Carolina,CB,71,190,3,0.8013,New Bern,NC,NA
19503,HighSchool,2014,1725,Khari Lain,Sandy Creek,Arkansas State,OLB,68,175,3,0.8013,Tyrone,GA,NA
19504,HighSchool,2014,1726,Isaiah Kaufusi,Brighton,BYU,OLB,74,175,3,0.8013,Salt Lake City,UT,NA
19505,HighSchool,2014,1727,Zach Hovey,Eden Prairie,Miami (OH),TE,77,230,3,0.8013,Eden Prairie,MN,NA
19506,HighSchool,2014,1728,Scott Schaffner,Raymore-Peculiar,Iowa State,TE,76,220,3,0.8013,Peculiar,MO,NA
19507,HighSchool,2014,1731,Jason Driskel,Hagerty,Florida Atlantic,DUAL,74,215,3,0.8012,Oviedo,FL,NA
19508,HighSchool,2014,1732,Zavior Hoxie,Buford,Boise State,CB,71,180,3,0.8012,Buford,GA,NA
19509,HighSchool,2014,1733,Kerrion Moore,Hunter Huss,NA,RB,70,177,3,0.8008,Gastonia,NC,NA
19510,HighSchool,2014,1734,Brooks Barden,Cartersville,Charlotte,PRO,75,200,3,0.8008,Cartersville,GA,NA
19511,HighSchool,2014,1735,Glen Cuiellette,Mandeville,Tulane,PRO,73,210,3,0.8006,Mandeville,LA,NA
19512,HighSchool,2014,1736,Darnell Green-Beckham,Hillcrest,Missouri,WR,76,185,3,0.8006,Springfield,MO,NA
19513,HighSchool,2014,1737,Nautica Flemming,Edison,San José State,CB,70,175,3,0.8006,Fresno,CA,NA
19514,HighSchool,2014,1738,John Lovett,DeMatha Catholic,Princeton,PRO,75,212,3,0.8006,Hyattsville,MD,NA
19515,HighSchool,2014,1740,Robert Jones,Valley,Kentucky Wesleyan,DUAL,73,180,3,0.8004,Louisville,KY,NA
19516,HighSchool,2014,1741,Chris Thomas,Salmen,NA,RB,69.5,190,3,0.8004,Slidell,LA,NA
19517,HighSchool,2014,1743,Justen Hervey,West Brook,Utah State,APB,69.5,178,3,0.8004,Beaumont,TX,NA
19518,HighSchool,2014,1744,Gregory Phillips,Arabia Mountain,Purdue,WR,72,181,3,0.8004,Lithonia,GA,NA
19519,HighSchool,2014,1746,Gunner Roach,UMS-Wright Preparatory School,Southern Mississippi,PRO,74,200,3,0.8002,Mobile,AL,NA
19520,HighSchool,2014,1747,Nick Jeanty,Miramar,New Mexico State,PRO,73,170,3,0.8001,Hollywood,FL,NA
19521,HighSchool,2014,1748,Jordan Hoiem,Henry Perrine Baldwin,NA,OLB,76,207,3,0.8001,Wailuku,HI,NA
19522,HighSchool,2014,1749,Ladarian Smiley,Jefferson County,NA,WR,69,160,3,0.8,Monticello,FL,NA
19523,HighSchool,2014,1750,Shannon Jackson,Fairview,NA,RB,73,215,3,0.7999,Fairview,PA,NA
19524,HighSchool,2014,1751,Jermaine  Norris,Mastery Charter,NA,CB,71,170,3,0.7999,Philadelphia,PA,NA
19525,HighSchool,2014,1754,Cory Dixon,Brunswick,South Carolina State,DUAL,76,185,3,0.7999,Brunswick,GA,NA
19526,HighSchool,2014,1756,Maceo Brown,Sandy Creek,NA,RB,69,190,3,0.7999,Tyrone,GA,NA
19527,HighSchool,2014,1757,Caanan Brown,Clearwater Central Catholic,Virginia,OLB,75,225,3,0.7999,Clearwater,FL,NA
19528,HighSchool,2014,1759,Otis Kearney,Toms River South,Central Michigan,S,72,190,3,0.7999,Toms River,NJ,NA
19529,HighSchool,2014,1760,Dez Billingslea,Newton,Kennesaw State,OLB,74,215,3,0.7999,Covington,GA,NA
19530,HighSchool,2014,1762,Justin Twine,Falls City,NA,RB,70,196,3,0.7998,Falls City,TX,NA
19531,HighSchool,2014,1765,Malik Ricks,Stephenson,Georgia State,OLB,74,230,3,0.7994,Stone Mountain,GA,NA
19532,HighSchool,2014,1766,Terrance Gross,Ingleside,NA,WR,75,176,3,0.7993,Ingleside,TX,NA
19533,HighSchool,2014,1768,Waynedriko Smith,Orangewood Christian School,Indiana,CB,72,168,3,0.7992,Orlando,FL,NA
19534,HighSchool,2014,1769,Jerrell Jackson,Haynesville,Hawai'i,S,73,177,3,0.7992,Haynesville,LA,NA
19535,HighSchool,2014,1772,Jordan Severt,Westlake,SMU,PRO,76,225,3,0.7987,Austin,TX,NA
19536,HighSchool,2014,1773,Michael Scarnecchia,Fleming Island,South Carolina,PRO,75,185,3,0.7987,Orange Park,FL,NA
19537,HighSchool,2014,1774,Reggie Turner,Pasadena Memorial,NA,ATH,67.5,152,3,0.7986,Pasadena,TX,NA
19538,HighSchool,2014,1777,Ahki Muhammad,James Logan,Nevada,CB,69,175,3,0.7984,Union City,CA,NA
19539,HighSchool,2014,1778,Garrett Davis,Red Oak,Houston,CB,73,189,3,0.7984,Red Oak,TX,NA
19540,HighSchool,2014,1779,Giovanni Rescigno,De La Salle Collegiate,Rutgers,PRO,76,210,3,0.7984,Warren,MI,NA
19541,HighSchool,2014,1782,Quintin Reynolds,Patriot,Old Dominion,WR,72,179,3,0.7982,Nokesville,VA,NA
19542,HighSchool,2014,1783,Shawn Payne,Lloyd C. Bird,Virginia Tech,S,75,180,3,0.7982,Chesterfield,VA,NA
19543,HighSchool,2014,1784,Christian Boutte,Opelousas,Nicholls,CB,71,180,3,0.7982,Opelousas,LA,NA
19544,HighSchool,2014,1785,Connor Brown,Miamisburg,Ohio,TE,78,225,3,0.7982,Miamisburg,OH,NA
19545,HighSchool,2014,1787,De'Monte Ruth,Wilmer-Hutchins,Iowa State,CB,69,150,3,0.7981,Dallas,TX,NA
19546,HighSchool,2014,1788,David Hamm,Klein,UTEP,ATH,72,210,3,0.798,Spring,TX,NA
19547,HighSchool,2014,1789,Jonathan Celestin,Mundy's Mill,Minnesota,OLB,73,210,3,0.798,Jonesboro,GA,NA
19548,HighSchool,2014,1790,Amari Coleman,New Lothrop,Central Michigan,CB,70,170,3,0.7979,New Lothrop,MI,NA
19549,HighSchool,2014,1791,J.R. Reed,Prestonwood Christian,Tulsa,CB,74,175,3,0.7979,Plano,TX,NA
19550,HighSchool,2014,1793,Ryan Peterson,Irwin County,Georgia Southern,ATH,69,175,3,0.7979,Ocilla,GA,NA
19551,HighSchool,2014,1794,Nick Smith,Merritt Island,Wyoming,PRO,76,203,3,0.7979,Merritt Island,FL,NA
19552,HighSchool,2014,1796,Patrick Porter,Paul W Bryant,Washington State,CB,72,170,3,0.7977,Cottondale,AL,NA
19553,HighSchool,2014,1797,Tyler Ahrens,Tivy,Kansas State,WR,76,190,3,0.7977,Kerrville,TX,NA
19554,HighSchool,2014,1798,Calvin Tipton,Ann Sobrato,NA,ATH,72,173,3,0.7975,Morgan Hill,CA,NA
19555,HighSchool,2014,1801,Bryson Gates,Fairfield,Abilene Christian,ATH,75,196,3,0.7972,Fairfield,TX,NA
19556,HighSchool,2014,1803,Jordan Frazier,Lighthouse Christian Academy,Oklahoma State,TE,77,245,3,0.7971,Springfield,MO,NA
19557,HighSchool,2014,1804,Andrew Davis,Lakewood,Toledo,WR,74,180,3,0.7971,Saint Petersburg,FL,NA
19558,HighSchool,2014,1805,Aaron Glover,Princess Anne,Hawai'i,OLB,72,200,2,0.7965,Virginia Beach,VA,NA
19559,HighSchool,2014,1806,Workpeh Kofa,Independence,Charlotte,WR,73,180,2,0.7965,Charlotte,NC,NA
19560,HighSchool,2014,1809,Matthew Johnson,Jefferson,Ball State,ATH,71,180,2,0.7961,Lafayette,IN,NA
19561,HighSchool,2014,1810,Malcolm Buggs,Opelika,South Alabama,S,70,183,2,0.7961,Opelika,AL,NA
19562,HighSchool,2014,1811,Terry Swanson,Aliquippa,Toledo,RB,69,181,2,0.7961,Aliquippa,PA,NA
19563,HighSchool,2014,1813,Kendall Ardoin,Ville Platte,Tulane,TE,77,215,2,0.7958,Ville Platte,LA,NA
19564,HighSchool,2014,1814,Alex Gardner,Raines,Florida International,RB,70,185,2,0.7958,Jacksonville,FL,NA
19565,HighSchool,2014,1815,Darian Green,Jefferson,Ball State,ATH,70,185,2,0.7958,Lafayette,IN,NA
19566,HighSchool,2014,1818,Jordan Dennis,Fayetteville,Tulsa,WR,74,170,2,0.7958,Fayetteville,AR,NA
19567,HighSchool,2014,1819,Blake Mack,Lonoke,Arkansas State,WR,75,205,2,0.7958,Lonoke,AR,NA
19568,HighSchool,2014,1820,Ron Johnson,Palmetto Ridge,Connecticut,RB,71,205,2,0.7958,Naples,FL,NA
19569,HighSchool,2014,1822,Alec Bloom,Ligonier Valley,Connecticut,TE,79,242,2,0.7957,Ligonier,PA,NA
19570,HighSchool,2014,1823,Sherman Alston,St. Joseph Regional,Boston College,APB,67,165,2,0.7956,Montvale,NJ,NA
19571,HighSchool,2014,1824,Dominique Brown,Trinity Catholic,NA,CB,69,180,2,0.7955,Citra,FL,NA
19572,HighSchool,2014,1825,Brandon Garner,Mansfield Timberview,North Texas,S,71,200,2,0.7955,Arlington,TX,NA
19573,HighSchool,2014,1826,J.T. Ibe,Mansfield,Rice,ATH,72,190,2,0.7955,Mansfield,TX,NA
19574,HighSchool,2014,1827,Jarell Addo,Leominster Senior,UMass,S,73,183,2,0.7954,Leominster,MA,NA
19575,HighSchool,2014,1828,Aaron Hamaker,Catholic For Boys,NA,TE,78,260,2,0.7954,Little Rock,AR,NA
19576,HighSchool,2014,1830,Juwaun Brown,Jefferson,South Florida,OLB,75,210,2,0.7954,Tampa,FL,NA
19577,HighSchool,2014,1831,P.J. Anderson,Taft,Texas State,WR,73,185,2,0.7954,San Antonio,TX,NA
19578,HighSchool,2014,1832,Shawn Franklin,Chandler,NA,CB,72,170,2,0.7954,Chandler,AZ,NA
19579,HighSchool,2014,1834,Tyler Patrick,The Woodlands,Kansas,WR,71,167,2,0.7952,The Woodlands,TX,NA
19580,HighSchool,2014,1836,Michael Shelton,Wakefield,BYU,CB,68,170,2,0.7952,Raleigh,NC,NA
19581,HighSchool,2014,1837,John Cole Neph,Owasso,UT San Antonio,WR,76,205,2,0.7952,Owasso,OK,NA
19582,HighSchool,2014,1843,Kevin Nutt,Edison,Colorado State,RB,71,180,2,0.7946,Fresno,CA,NA
19583,HighSchool,2014,1844,DeAndre Farris,Shelby County,Western Kentucky,RB,71,176,2,0.7946,Shelbyville,KY,NA
19584,HighSchool,2014,1845,Damon Singleton,Roosevelt,Ball State,OLB,74,210,2,0.7946,Wyandotte,MI,NA
19585,HighSchool,2014,1846,Christian Blake,Cardinal Gibbons,Northern Illinois,WR,73,165,2,0.7946,Fort Lauderdale,FL,NA
19586,HighSchool,2014,1848,Brandon Walton,Carrollton,Appalachian State,TE,78,220,2,0.7942,Carrollton,GA,NA
19587,HighSchool,2014,1849,Ari Werts,Stephenson,Georgia State,TE,76,220,2,0.7942,Stone Mountain,GA,NA
19588,HighSchool,2014,1850,Jalen Adams,Southmoore,North Texas,WR,70,165,2,0.7942,Moore,OK,NA
19589,HighSchool,2014,1851,Trenton Ball,Carl Albert,NA,TE,78,232,2,0.7939,Oklahoma City,OK,NA
19590,HighSchool,2014,1853,Taaron Timmons,Austin,Houston Baptist,TE,75,208,2,0.7937,Houston,TX,NA
19591,HighSchool,2014,1854,Tom Sweeney,Don Bosco Prep,Boston College,TE,77.5,220,2,0.7937,Ramsey,NJ,NA
19592,HighSchool,2014,1855,Luke Medlock,Duncan U. Fletcher,Florida International,PRO,74,200,2,0.7936,Neptune Beach,FL,NA
19593,HighSchool,2014,1857,Artuz Manning,Rancho Cucamonga,Portland State,CB,71,165,2,0.7935,Rancho Cucamonga,CA,NA
19594,HighSchool,2014,1858,Payton Prince,Norman North,Tulsa,TE,75,235,2,0.7933,Norman,OK,NA
19595,HighSchool,2014,1859,Darin Peart,Erasmus Hall,Stony Brook,ATH,69,175,2,0.7932,Brooklyn,NY,NA
19596,HighSchool,2014,1861,Monte Seabrook,Newberry,Utah,S,72,180,2,0.7932,Newberry,FL,NA
19597,HighSchool,2014,1862,Kendall Morris,Francis Howell Central,Austin Peay,RB,72,180,2,0.7932,Saint Charles,MO,NA
19598,HighSchool,2014,1864,Jefferson Vea,Mt. Dora,Southern Illinois,CB,72,175,2,0.7932,Mount Dora,FL,NA
19599,HighSchool,2014,1865,Martayveus Carter,East Chicago Central,NA,RB,71,200,2,0.7932,East Chicago,IN,NA
19600,HighSchool,2014,1866,Brock Broughton,Kearney,NA,RB,72,190,2,0.7932,Kearney,MO,NA
19601,HighSchool,2014,1867,Julian Hylton,Lincoln-Way North,Illinois,RB,73,180,2,0.7932,Frankfort,IL,NA
19602,HighSchool,2014,1868,Quinn Smith,La Costa Canyon,Lafayette,TE,77,237,2,0.7932,Encinitas,CA,NA
19603,HighSchool,2014,1869,Connor Wynn,Mission Hills,NA,PRO,74,190,2,0.7932,San Marcos,CA,NA
19604,HighSchool,2014,1872,Dominique Barnett,Alief Elsik,NA,CB,73,175,2,0.7931,Houston,TX,NA
19605,HighSchool,2014,1873,William Jeanlys,Pope John Paul II,SMU,WR,74,180,2,0.7931,Boca Raton,FL,NA
19606,HighSchool,2014,1875,JP Caruso,Palm Beach Gardens,Appalachian State,DUAL,73,197,2,0.7927,Delray Beach,FL,NA
19607,HighSchool,2014,1877,James Prather,Memphis University School,Northwestern,OLB,76,235,2,0.7925,Memphis,TN,NA
19608,HighSchool,2014,1878,James Tabary,Holy Cross,Arkansas State,PRO,74,190,2,0.7925,New Orleans,LA,NA
19609,HighSchool,2014,1879,Mike Stevens,Davidson Day,NC State,CB,72,187,2,0.7925,Davidson,NC,NA
19610,HighSchool,2014,1880,Nick Nelson,Suitland,Hawai'i,CB,71,182,2,0.7925,District Heights,MD,NA
