,year,team,conference,rating,secondOrderWins,sos,offense.rating,offense.success,offense.explosiveness,offense.rushing,offense.passing,offense.standardDowns,offense.passingDowns,offense.runRate,offense.pace,defense.rating,defense.success,defense.explosiveness,defense.rushing,defense.passing,defense.standardDowns,defense.passingDowns,defense.havoc.total,defense.havoc.frontSeven,defense.havoc.db,specialTeams
1207,2009,West Virginia,Big 12,13.8,8.6,0.904,3.11E+01,1.01E+02,1.05E+02,1.09E+02,9.97E+01,1.04E+02,1.01E+02,5.67E-01,3.00E-01,19,112.4,102.4,107.6,108.2,108.6,103,0.186,0.102,0.083,1.7
1208,2009,BYU,FBS Independents,12.7,10,0.893,3.40E+01,1.22E+02,9.78E+01,1.02E+02,1.16E+02,1.12E+02,1.11E+02,4.75E-01,5.00E-01,20.7,109.6,103.3,110,106.3,105.7,110.7,0.147,0.078,0.07,-0.5
1209,2009,Boston College,ACC,12.7,7,0.879,2.71E+01,8.91E+01,1.06E+02,9.12E+01,1.02E+02,9.16E+01,1.06E+02,5.42E-01,7.00E-01,15.9,112.1,110.3,125.1,106.3,107.8,117.1,0.148,0.104,0.044,1.5
1210,2009,Oregon State,Pac-12,12.6,8.2,0.878,3.53E+01,1.07E+02,9.85E+01,1.04E+02,1.03E+02,1.02E+02,1.09E+02,4.40E-01,1.20E+00,24.7,98.7,109.8,104.8,101.9,104.4,99.9,0.147,0.098,0.046,2.1
1211,2009,Missouri,SEC,11.8,7.9,0.889,3.42E+01,1.05E+02,1.08E+02,1.02E+02,1.09E+02,1.09E+02,9.50E+01,4.47E-01,-2.30E+00,23.8,96.6,106.3,100.7,101.8,101.4,98,0.144,0.095,0.049,1.3
1212,2009,Notre Dame,FBS Independents,11,7.4,0.89,3.92E+01,1.17E+02,9.89E+01,1.06E+02,1.11E+02,1.09E+02,1.07E+02,4.16E-01,1.20E+00,28.7,99.3,93.4,100.6,94.7,97.8,95.1,0.153,0.091,0.062,0.4
1213,2009,Stanford,Pac-12,10.7,7.8,0.867,3.92E+01,1.17E+02,1.02E+02,1.11E+02,1.16E+02,1.11E+02,1.06E+02,6.09E-01,1.70E+00,30.6,89.1,101.3,97.2,91.4,96,89.9,0.133,0.081,0.052,2.2
1214,2009,Georgia Tech,ACC,9.7,7.9,0.834,3.54E+01,1.16E+02,1.04E+02,1.15E+02,1.28E+02,1.08E+02,1.17E+02,8.00E-01,-5.00E-01,25.8,98.8,87.5,91.9,95.4,95.7,90.3,0.152,0.091,0.058,0.1
1215,2009,Florida State,ACC,8.8,6.6,0.832,3.85E+01,1.26E+02,9.76E+01,1.17E+02,1.11E+02,1.14E+02,1.06E+02,4.54E-01,1.90E+00,30.6,93.4,88.7,88.8,93.3,90.4,94.5,0.157,0.088,0.066,1
1216,2009,Michigan State,Big Ten,8.7,7.1,0.868,3.21E+01,1.01E+02,1.15E+02,9.88E+01,1.11E+02,1.07E+02,1.04E+02,4.87E-01,6.00E-01,24.5,102.2,98.6,109.6,97.8,101.5,99.6,0.125,0.08,0.044,1.2
1217,2009,North Carolina,ACC,8.5,7.2,0.863,2.25E+01,9.13E+01,9.16E+01,9.25E+01,9.20E+01,9.22E+01,8.97E+01,5.31E-01,1.20E+00,14.5,113.7,110.4,112.7,114.2,109.7,116,0.225,0.154,0.071,0.6
1218,2009,Arizona State,Pac-12,8.2,7.5,0.876,2.52E+01,9.40E+01,9.32E+01,9.97E+01,9.11E+01,9.63E+01,8.89E+01,4.42E-01,1.70E+00,15.6,121.7,97.5,116.2,107.9,113.3,102.4,0.193,0.125,0.051,-1.4
1219,2009,Michigan,Big Ten,8.2,5.4,0.873,3.26E+01,1.07E+02,9.96E+01,1.07E+02,1.03E+02,1.02E+02,1.16E+02,5.65E-01,-4.30E+00,25.6,100.3,94.2,93.9,100.1,98.6,95.9,0.158,0.125,0.033,1.3
1220,2009,Kansas,Big 12,8,6.4,0.835,3.27E+01,1.12E+02,1.01E+02,9.89E+01,1.07E+02,1.05E+02,1.16E+02,3.62E-01,-2.00E-01,23.8,102.2,95.9,94.3,104.2,99.6,100,0.161,0.093,0.067,-1
1221,2009,Texas A&M,SEC,7.6,6.8,0.832,3.54E+01,1.14E+02,1.01E+02,1.14E+02,1.04E+02,1.04E+02,1.19E+02,4.91E-01,-4.20E+00,26.9,95.1,99.3,94.4,98.3,95.8,99.7,0.157,0.112,0.044,-0.9
1222,2009,Arizona,Pac-12,7.1,7.4,0.86,2.81E+01,1.02E+02,9.63E+01,1.01E+02,9.72E+01,9.97E+01,9.80E+01,4.36E-01,2.00E+00,20.4,107.6,104.5,98.4,111.8,109.5,96.4,0.157,0.09,0.068,-0.6
1223,2009,California,Pac-12,6.5,7,0.885,3.02E+01,9.40E+01,1.17E+02,9.99E+01,1.06E+02,1.06E+02,9.51E+01,5.18E-01,-4.00E-01,22.5,105.4,90.8,111.6,94.6,97.5,103.7,0.172,0.115,0.056,-1.2
1224,2009,Connecticut,American Athletic,5.4,7.4,0.894,3.03E+01,1.04E+02,1.00E+02,1.03E+02,1.05E+02,9.75E+01,1.15E+02,5.58E-01,-2.00E+00,24.8,98.5,101.7,102.8,98.1,100,101.7,0.147,0.088,0.057,-0.1
1225,2009,Purdue,Big Ten,5.1,6.4,0.881,2.93E+01,1.00E+02,1.04E+02,9.85E+01,1.01E+02,1.03E+02,9.91E+01,4.40E-01,-1.00E-01,23.8,107.1,97.8,95.9,109.2,103.7,103.9,0.162,0.11,0.052,-0.4
1226,2009,Kansas State,Big 12,5,6,0.869,2.51E+01,9.95E+01,9.37E+01,9.95E+01,9.75E+01,9.86E+01,9.28E+01,5.88E-01,2.60E+00,20.3,92.1,102.2,99.4,93.8,96,99.5,0.171,0.083,0.086,0.2
1227,2009,Air Force,Mountain West,4.7,8,0.923,2.13E+01,9.67E+01,8.19E+01,9.48E+01,1.02E+02,9.16E+01,8.77E+01,8.16E-01,-4.10E+00,17.4,114.9,110,113.7,112.5,108.6,123.4,0.155,0.086,0.056,0.8
1228,2009,Mississippi State,SEC,4.7,5.9,0.793,2.78E+01,1.08E+02,9.52E+01,1.09E+02,9.67E+01,1.07E+02,8.81E+01,6.53E-01,-3.00E-01,24.1,99.4,102.4,106.1,96.3,102.2,95.3,0.151,0.085,0.062,1.1
1229,2009,UCLA,Pac-12,4.6,5.5,0.879,2.43E+01,9.36E+01,9.70E+01,9.25E+01,9.56E+01,9.67E+01,9.19E+01,4.60E-01,1.00E+00,21.6,103.8,101.2,102.1,103,103,96.2,0.212,0.154,0.054,1.8
1230,2009,Fresno State,Mountain West,4.1,6.8,0.929,3.35E+01,1.05E+02,1.04E+02,1.07E+02,1.05E+02,1.04E+02,1.05E+02,5.90E-01,6.00E-01,32.1,102.9,85.3,93.5,97.2,94.9,98.9,0.15,0.099,0.049,2.8
1231,2009,Houston,American Athletic,4,8.8,0.932,3.78E+01,1.25E+02,1.01E+02,1.12E+02,1.11E+02,1.12E+02,1.20E+02,3.17E-01,-4.90E+00,33.8,90.6,96.1,91,93.5,93.6,93.2,0.142,0.08,0.059,0
1232,2009,Central Michigan,Mid-American,3.5,10.5,0.961,2.91E+01,1.14E+02,9.31E+01,1.02E+02,1.07E+02,1.06E+02,1.04E+02,4.47E-01,-8.00E-01,25.7,102.2,107.6,105.6,104,103.3,105.5,0.146,0.095,0.048,0.1
1233,2009,Wake Forest,ACC,3.3,6.4,0.888,3.26E+01,1.07E+02,9.65E+01,1.01E+02,1.01E+02,9.96E+01,1.10E+02,4.63E-01,8.00E-01,28.3,96,100.1,96,100,97.2,98.4,0.139,0.08,0.059,-1
1234,2009,Rutgers,Big Ten,3.1,8.3,0.927,2.21E+01,8.31E+01,1.13E+02,9.58E+01,9.93E+01,9.94E+01,8.83E+01,5.42E-01,2.60E+00,19,110.8,97.5,109.1,103.5,103.3,106.4,0.219,0.142,0.077,0.1
1235,2009,South Florida,American Athletic,2.8,7.6,0.888,2.69E+01,9.11E+01,1.15E+02,1.02E+02,1.04E+02,9.88E+01,1.06E+02,5.79E-01,1.50E+00,22.5,106.8,105.8,106,107.7,106,106.7,0.17,0.119,0.049,-1.7
1236,2009,Southern Mississippi,Conference USA,2.4,8.2,0.967,3.04E+01,1.04E+02,9.92E+01,1.02E+02,1.05E+02,1.02E+02,1.02E+02,5.26E-01,-1.80E+00,27.6,96.7,103,101.9,98.1,100,97.3,0.182,0.121,0.061,-0.4
1237,2009,Kentucky,SEC,2.1,5.8,0.816,2.38E+01,1.01E+02,9.16E+01,1.03E+02,9.34E+01,9.89E+01,9.69E+01,6.01E-01,-7.00E-01,23.1,102.2,97,102,94.8,100.4,98.1,0.172,0.111,0.06,1.3
1238,2009,Iowa State,Big 12,1,5.3,0.899,2.65E+01,1.09E+02,8.92E+01,1.04E+02,9.96E+01,1.04E+02,9.42E+01,5.56E-01,-2.40E+00,27,83.5,107.3,95.1,89.5,90.3,105.4,0.149,0.094,0.054,1.5
1239,2009,Virginia,ACC,0.7,4.1,0.829,1.92E+01,9.40E+01,9.03E+01,9.94E+01,8.81E+01,1.02E+02,7.49E+01,4.94E-01,-1.20E+00,19.2,101.1,115.9,101.1,109.9,106.4,107,0.131,0.066,0.063,0.8
1240,2009,NC State,ACC,0.6,4.8,0.862,3.07E+01,1.03E+02,1.02E+02,9.60E+01,1.05E+02,1.00E+02,1.07E+02,4.81E-01,-6.00E-01,29.8,86.3,95.8,88.3,91.3,88.4,96,0.147,0.102,0.045,-0.2
1241,2009,Nevada,Mountain West,0.5,8.1,0.94,3.56E+01,1.18E+02,1.07E+02,1.23E+02,1.02E+02,1.10E+02,1.20E+02,6.40E-01,-1.40E+00,34.3,106.6,85.8,110.4,93.1,101.8,86.8,0.189,0.138,0.051,-0.7
1242,2009,Troy,Sun Belt,0.5,9.5,0.925,3.13E+01,1.09E+02,1.07E+02,1.01E+02,1.09E+02,1.06E+02,1.11E+02,4.11E-01,-2.40E+00,31.6,104.1,96.9,101.8,102.5,100.1,103.2,0.172,0.12,0.051,0.8
1243,2009,Minnesota,Big Ten,0.3,5.7,0.874,2.21E+01,9.20E+01,1.06E+02,9.24E+01,1.01E+02,9.69E+01,9.80E+01,4.84E-01,1.20E+00,22.5,99.3,105.1,103.7,100.9,105.4,95.9,0.162,0.104,0.055,0.7
1244,2009,Colorado,Pac-12,0.2,4.1,0.855,2.06E+01,8.62E+01,9.84E+01,9.32E+01,8.83E+01,9.02E+01,9.54E+01,4.21E-01,-1.00E-01,19.3,110.9,92.6,106,99.5,106.3,96.1,0.154,0.086,0.066,-1.1
1245,2009,Washington,Pac-12,-0.2,3.8,0.851,2.99E+01,1.02E+02,1.01E+02,1.03E+02,1.00E+02,9.83E+01,1.06E+02,4.46E-01,1.70E+00,30.5,93.7,93.4,95.3,92.8,93.7,95.4,0.178,0.132,0.046,0.4
1246,2009,Tulsa,American Athletic,-1.1,6.8,0.929,2.72E+01,9.63E+01,1.03E+02,9.74E+01,1.00E+02,9.72E+01,1.03E+02,4.77E-01,-2.60E+00,30.1,109.4,89.2,106.4,95.9,101,97.6,0.155,0.082,0.071,1.8
1247,2009,Middle Tennessee,Conference USA,-2.1,8.9,0.964,2.35E+01,9.43E+01,1.11E+02,1.03E+02,9.87E+01,9.84E+01,1.09E+02,5.20E-01,-4.20E+00,25.2,120.8,95.8,109,109.5,109.3,109.3,0.209,0.123,0.084,-0.4
1248,2009,East Carolina,American Athletic,-2.3,7.4,0.911,2.45E+01,1.03E+02,8.71E+01,9.80E+01,9.68E+01,9.76E+01,9.19E+01,5.24E-01,-1.00E-01,26.7,100.3,104.5,101,104.9,99.8,109.5,0.166,0.105,0.06,-0.1
1249,2009,Syracuse,ACC,-2.8,5.2,0.888,2.33E+01,9.95E+01,9.38E+01,9.76E+01,9.75E+01,9.96E+01,9.34E+01,5.38E-01,2.20E+00,26.4,109,92.4,114.6,96.2,101.8,101.3,0.177,0.126,0.047,0.4
1250,2009,Navy,American Athletic,-2.9,7.5,0.921,2.44E+01,1.03E+02,8.95E+01,1.03E+02,1.14E+02,9.87E+01,9.15E+01,8.42E-01,-1.00E-01,28,99.2,106.7,104.8,100.8,101.2,104.9,0.146,0.091,0.055,0.6
1251,2009,Bowling Green,Mid-American,-3.3,7,0.95,2.76E+01,9.94E+01,1.04E+02,9.34E+01,1.01E+02,9.81E+01,1.05E+02,3.49E-01,8.00E-01,29,101,97.7,94.8,102.3,97.4,107.4,0.116,0.068,0.047,-1.9
1252,2009,Baylor,Big 12,-3.6,4.7,0.816,2.27E+01,9.41E+01,1.03E+02,9.91E+01,9.60E+01,9.73E+01,1.02E+02,4.24E-01,-1.00E-01,25.6,95.9,107,94.1,105.1,100.6,99.2,0.116,0.068,0.045,-0.7
1253,2009,Louisiana Tech,Conference USA,-3.8,6.1,0.91,2.36E+01,9.52E+01,9.39E+01,9.96E+01,9.15E+01,9.66E+01,8.98E+01,5.52E-01,-1.50E+00,26.9,103.6,111.9,107.1,107,107.4,103.9,0.127,0.066,0.06,-0.5
1254,2009,Northwestern,Big Ten,-4,5.7,0.894,2.44E+01,1.03E+02,8.38E+01,8.46E+01,9.86E+01,9.52E+01,9.54E+01,4.49E-01,-2.70E+00,27.4,98.2,99.7,98.7,99.2,97.7,102.1,0.157,0.097,0.059,-1.1
1255,2009,Maryland,Big Ten,-4.1,3.4,0.887,2.14E+01,9.22E+01,9.40E+01,8.83E+01,9.38E+01,9.36E+01,9.23E+01,4.71E-01,-4.00E-01,25.5,96.3,98.8,103.2,94.4,99.6,94.3,0.138,0.08,0.058,0
1256,2009,Colorado State,Mountain West,-4.5,5.6,0.917,2.97E+01,1.05E+02,9.86E+01,1.04E+02,1.03E+02,1.06E+02,9.54E+01,5.26E-01,2.10E+00,32.8,89.2,100.5,91.3,95.4,93.6,95.2,0.14,0.094,0.046,-1.4
1257,2009,Northern Illinois,Mid-American,-4.6,6.8,0.961,2.38E+01,9.58E+01,9.83E+01,9.93E+01,9.64E+01,9.57E+01,9.65E+01,6.20E-01,2.20E+00,28.5,102.7,93.1,100.9,97.4,99.9,97.1,0.18,0.146,0.034,0.1
1258,2009,Temple,American Athletic,-4.9,8.2,0.961,2.18E+01,9.43E+01,1.03E+02,1.03E+02,9.66E+01,9.91E+01,9.67E+01,6.33E-01,6.00E-01,26.2,97.9,104.8,107.8,97.3,102.1,96.6,0.19,0.131,0.055,-0.5
1259,2009,UCF,American Athletic,-5.4,7,0.907,2.11E+01,9.17E+01,9.84E+01,9.28E+01,9.60E+01,9.58E+01,9.38E+01,5.20E-01,1.20E+00,25.7,109.5,95.9,124.2,97.8,107.3,95.7,0.192,0.127,0.065,-0.8
1260,2009,Louisville,ACC,-5.4,3.7,0.894,2.37E+01,9.56E+01,9.52E+01,9.80E+01,9.51E+01,9.50E+01,9.96E+01,5.11E-01,1.00E-01,28,94.3,99.9,99.3,93.4,96.6,100.7,0.147,0.093,0.052,-1.1
1261,2009,Vanderbilt,SEC,-5.5,3,0.823,1.63E+01,8.57E+01,9.13E+01,9.55E+01,8.02E+01,8.61E+01,9.21E+01,5.37E-01,-3.40E+00,22,99,107.5,100.9,102.8,101.7,102.2,0.147,0.08,0.066,0.2
1262,2009,Illinois,Big Ten,-5.7,4.3,0.872,2.71E+01,1.03E+02,9.97E+01,1.05E+02,1.00E+02,1.03E+02,1.02E+02,5.75E-01,-1.40E+00,32,93.3,100.8,93.2,96.3,97.3,92.7,0.154,0.097,0.057,-0.8
1263,2009,UTEP,Conference USA,-5.7,6.2,0.932,3.10E+01,1.02E+02,1.09E+02,1.06E+02,1.03E+02,1.04E+02,1.07E+02,4.52E-01,-3.00E-01,36.1,92.8,100.5,93.6,96.2,99.5,89.2,0.134,0.069,0.065,-0.6
1264,2009,Duke,ACC,-6.1,5.3,0.882,2.25E+01,9.35E+01,1.03E+02,7.29E+01,1.03E+02,9.46E+01,1.06E+02,3.65E-01,0.00E+00,28.4,96.8,98.8,99.1,96.6,100,89.7,0.158,0.093,0.064,-0.2
1265,2009,Marshall,Conference USA,-6.1,5.5,0.932,2.11E+01,9.51E+01,9.43E+01,1.01E+02,9.17E+01,9.64E+01,8.99E+01,5.12E-01,2.20E+00,28.3,104.1,98.7,102.6,102.6,101.9,101.4,0.178,0.089,0.087,1.1
1266,2009,SMU,American Athletic,-6.1,7.8,0.946,2.60E+01,9.69E+01,1.04E+02,9.23E+01,1.01E+02,1.01E+02,9.78E+01,3.97E-01,3.00E+00,32.6,100.3,101.7,99.7,99.6,101.3,99.6,0.167,0.092,0.073,0.4
1267,2009,Indiana,Big Ten,-6.7,5,0.881,2.54E+01,1.05E+02,9.75E+01,1.02E+02,1.00E+02,1.01E+02,1.02E+02,4.41E-01,6.00E-01,30.4,92.2,102.3,95.4,93.7,96.9,94.4,0.147,0.106,0.039,-1.7
1268,2009,UAB,Conference USA,-6.8,5.3,0.952,3.04E+01,1.04E+02,1.14E+02,1.14E+02,1.06E+02,1.07E+02,1.13E+02,5.79E-01,3.00E-01,36.9,92.5,95.7,97.9,92.5,94.2,93.7,0.157,0.082,0.07,-0.4
1269,2009,Toledo,Mid-American,-7.4,5.6,0.95,2.78E+01,1.02E+02,1.06E+02,1.01E+02,1.04E+02,1.00E+02,1.12E+02,4.64E-01,0.00E+00,34.8,89.5,97.1,89.1,93.9,94.8,86.1,0.14,0.076,0.063,-0.3
1270,2009,Ohio,Mid-American,-8.6,6.1,0.964,1.56E+01,8.22E+01,1.12E+02,8.94E+01,9.81E+01,9.25E+01,9.90E+01,5.05E-01,1.90E+00,24.3,107.7,105.2,107.6,105.6,107.8,101.1,0.157,0.095,0.061,0.1
1271,2009,Hawai'i,Mountain West,-8.8,7,0.943,2.90E+01,1.06E+02,1.06E+02,1.11E+02,1.00E+02,1.05E+02,1.05E+02,3.05E-01,2.00E+00,35.9,85.8,104.3,91,92.6,90.7,101.6,0.142,0.073,0.069,-1.8
1272,2009,San Diego State,Mountain West,-11,5.4,0.917,1.95E+01,8.62E+01,1.06E+02,7.77E+01,9.82E+01,9.05E+01,1.00E+02,4.25E-01,5.00E-01,28.7,103.6,92.2,104.2,93.4,104.1,89.5,0.133,0.076,0.055,-1.8
1273,2009,UNLV,Mountain West,-11.5,4.8,0.905,2.54E+01,9.94E+01,9.75E+01,9.63E+01,9.80E+01,9.60E+01,1.02E+02,4.64E-01,7.00E-01,36.1,84.6,98.5,88.1,91.3,88.7,97.2,0.112,0.057,0.053,-0.8
1274,2009,Buffalo,Mid-American,-11.6,5.2,0.962,2.18E+01,9.84E+01,1.05E+02,9.81E+01,1.02E+02,1.03E+02,9.70E+01,4.89E-01,-9.00E-01,31.8,91.8,110.2,93,101.8,96.8,106.4,0.172,0.08,0.091,-1.6
1275,2009,Kent State,Mid-American,-11.9,5,0.972,1.66E+01,8.30E+01,1.12E+02,8.70E+01,9.72E+01,9.64E+01,9.28E+01,4.83E-01,3.00E-01,26.4,102.2,92.4,98.2,98.2,99.6,96.4,0.22,0.131,0.081,-2
1276,2009,Western Michigan,Mid-American,-12,5.5,0.968,2.18E+01,1.00E+02,8.84E+01,9.41E+01,9.25E+01,9.59E+01,9.44E+01,3.36E-01,1.00E-01,33.6,93.3,93.6,95.8,92.5,92.5,98.8,0.148,0.088,0.06,-0.2
1277,2009,Utah State,Mountain West,-12.7,5.2,0.921,2.57E+01,9.43E+01,1.01E+02,9.93E+01,9.65E+01,9.69E+01,9.83E+01,5.48E-01,-3.00E+00,37.1,99.4,92.6,95.9,94.9,98.6,93.5,0.135,0.065,0.066,-1.3
1278,2009,Memphis,American Athletic,-14.4,3.3,0.935,2.28E+01,9.53E+01,9.77E+01,1.04E+02,9.07E+01,9.67E+01,9.65E+01,4.96E-01,-1.30E+00,36.8,93.3,96.2,98.7,90.2,94.2,96.4,0.155,0.09,0.062,-0.3
1279,2009,Wyoming,Mountain West,-14.4,3.6,0.88,1.69E+01,8.78E+01,8.75E+01,8.99E+01,8.60E+01,8.66E+01,9.17E+01,5.18E-01,-2.00E+00,30.9,92.6,104.3,94.5,97.8,97.3,96.5,0.155,0.096,0.059,-0.3
1280,2009,North Texas,Conference USA,-15.1,6.3,0.947,2.23E+01,1.05E+02,9.75E+01,1.08E+02,9.50E+01,1.05E+02,9.15E+01,4.81E-01,4.00E-01,36.7,90,100.3,90.6,96.3,92.9,98.8,0.121,0.077,0.044,-0.7
1281,2009,Louisiana Monroe,Sun Belt,-15.6,5.8,0.935,1.96E+01,9.45E+01,1.01E+02,9.52E+01,1.02E+02,9.81E+01,9.26E+01,5.84E-01,1.10E+00,33.3,96.3,104.7,104,96.9,99.1,100,0.173,0.1,0.072,-1.9
1282,2009,Florida Atlantic,Conference USA,-17.3,5.6,0.95,2.58E+01,1.08E+02,1.01E+02,1.00E+02,1.07E+02,1.01E+02,1.13E+02,4.68E-01,-1.00E-01,42.6,83.6,88.8,82,89.2,85.6,88.7,0.137,0.079,0.046,-0.5
1283,2009,Ball State,Mid-American,-17.3,3.2,0.963,1.50E+01,8.89E+01,9.64E+01,1.01E+02,8.32E+01,8.89E+01,9.91E+01,5.40E-01,5.00E-01,32.3,87.8,100.3,97.3,88.9,94,88.3,0.147,0.093,0.053,0
1284,2009,Akron,Mid-American,-17.8,4.6,0.953,1.63E+01,9.42E+01,9.32E+01,9.63E+01,9.24E+01,9.70E+01,9.21E+01,4.85E-01,1.00E-01,31.9,89,105,94,94.4,99.6,85.8,0.151,0.095,0.056,-2.2
1285,2009,Arkansas State,Sun Belt,-18.2,4.7,0.945,1.45E+01,9.13E+01,9.59E+01,9.04E+01,9.47E+01,9.79E+01,8.06E+01,5.12E-01,1.40E+00,33.1,97.2,102.2,103.4,96.3,96.8,102.9,0.147,0.08,0.066,0.4
1286,2009,Miami (OH),Mid-American,-18.9,2.8,0.935,1.77E+01,9.50E+01,8.97E+01,8.68E+01,9.22E+01,9.37E+01,9.33E+01,3.47E-01,7.00E-01,33.9,93.4,96.3,88.7,98.1,93.7,98.8,0.143,0.08,0.062,-2.7
1287,2009,New Mexico,Mountain West,-19.1,1.9,0.879,1.64E+01,8.96E+01,9.34E+01,9.88E+01,8.48E+01,9.39E+01,8.59E+01,4.10E-01,-1.10E+00,33.8,91,97.3,95.6,91.7,95.8,88.9,0.139,0.099,0.04,-1.7
1288,2009,Army,FBS Independents,-21.7,3.6,0.975,6.50E+00,7.99E+01,7.92E+01,8.71E+01,7.44E+01,8.68E+01,6.84E+01,7.91E-01,9.00E-01,27.7,103.9,95.2,104.3,94.2,104.7,90.2,0.168,0.118,0.05,-0.5
1289,2009,Washington State,Pac-12,-22.2,0,0.876,1.76E+01,7.18E+01,9.51E+01,8.10E+01,8.03E+01,8.46E+01,7.89E+01,4.31E-01,1.00E-01,38.5,82.2,95.6,83.5,89.4,85.8,95.8,0.121,0.076,0.043,-1.4
1290,2009,Tulane,American Athletic,-22.2,3,0.934,1.96E+01,9.36E+01,9.17E+01,9.03E+01,9.28E+01,9.19E+01,9.31E+01,5.09E-01,2.00E+00,39.4,88,99.6,91.4,90.4,97.2,83.3,0.106,0.044,0.06,-2.4
1291,2009,Louisiana,Sun Belt,-23.8,3.8,0.931,1.35E+01,9.42E+01,8.16E+01,8.75E+01,9.23E+01,8.76E+01,9.63E+01,4.91E-01,-1.50E+00,37.5,96.3,95.7,97.5,92.5,102,85.3,0.141,0.086,0.055,0.2
1292,2009,San José State,Mountain West,-25.2,1.5,0.912,1.35E+01,8.15E+01,8.80E+01,7.87E+01,8.51E+01,8.31E+01,8.83E+01,4.41E-01,1.80E+00,37.7,86.7,97.6,85,97.1,89.9,94.6,0.141,0.077,0.062,-1.1
1293,2009,Rice,Conference USA,-26,1,0.928,1.50E+01,8.66E+01,8.64E+01,9.33E+01,8.20E+01,8.59E+01,9.12E+01,4.51E-01,-1.90E+00,39.2,88.9,95.9,96.6,87.5,91.8,94.7,0.128,0.07,0.058,-1.9
1294,2009,Western Kentucky,Conference USA,-27.8,1.8,0.965,1.71E+01,9.06E+01,1.05E+02,1.10E+02,8.37E+01,9.60E+01,9.90E+01,5.55E-01,1.00E+00,45.3,81,98.9,89.2,83.4,89.4,84,0.112,0.077,0.031,0.4
1295,2009,New Mexico State,FBS Independents,-28.5,1.9,0.937,6.20E+00,7.30E+01,7.63E+01,7.99E+01,6.97E+01,7.95E+01,6.65E+01,6.21E-01,2.10E+00,33,99.5,98.7,98.3,98.6,102,94.8,0.144,0.08,0.06,-1.6
1296,2009,Florida International,Conference USA,-30.3,2.2,0.893,1.26E+01,8.86E+01,8.65E+01,8.37E+01,8.91E+01,8.57E+01,9.20E+01,4.69E-01,-3.50E+00,42.6,92.1,93.8,90.2,94.6,92.5,95.3,0.156,0.098,0.058,-0.3
1297,2009,Eastern Michigan,Mid-American,-32.7,1,0.957,1.17E+01,8.99E+01,8.63E+01,9.64E+01,8.35E+01,8.70E+01,8.98E+01,5.46E-01,2.80E+00,42.3,86,83.1,79.4,89.7,84.5,90.2,0.132,0.085,0.047,-2.1
1298,2009,nationalAverages,NA,1.375,6.66,0.89325,2.69E+01,1.01E+02,1.00E+02,1.00E+02,1.01E+02,1.00E+02,1.01E+02,5.08E-01,8.33E-04,25.53666667,102.3933333,101.2041667,102.345,101.425,101.6966667,101.4658333,0.16300833,0.1011,0.06013333,0.0025
1299,2010,Alabama,SEC,30.1,11.4,0.817,4.39E+01,1.23E+02,1.08E+02,1.18E+02,1.15E+02,1.16E+02,1.15E+02,4.59E-01,2.30E+00,14.2,118.4,107.4,114.9,113.1,113.5,115.7,0.203,0.11,0.092,0.4
1300,2010,Ohio State,Big Ten,30,11.5,0.858,4.05E+01,1.13E+02,1.14E+02,1.14E+02,1.12E+02,1.12E+02,1.15E+02,5.46E-01,8.00E-01,11.4,125.4,113.7,120.7,122.1,116.8,125,0.202,0.127,0.07,1
1301,2010,Oregon,Pac-12,28.2,10.8,0.84,4.35E+01,1.09E+02,1.10E+02,1.11E+02,1.09E+02,1.10E+02,1.11E+02,5.71E-01,-6.00E+00,16,112.3,107.1,109.2,112,107.9,112.3,0.221,0.142,0.079,0.8
1302,2010,Stanford,Pac-12,28.1,11.4,0.839,4.44E+01,1.25E+02,1.02E+02,1.11E+02,1.21E+02,1.09E+02,1.31E+02,5.25E-01,2.60E+00,17.3,105.9,108.7,104.8,109.7,108.1,101.6,0.186,0.096,0.072,1
1303,2010,Arkansas,SEC,27.1,10.1,0.775,4.48E+01,1.09E+02,1.25E+02,1.08E+02,1.17E+02,1.17E+02,1.11E+02,4.28E-01,1.00E+00,19.3,109.2,104.2,103.9,109.5,107.7,103.1,0.188,0.097,0.089,1.7
1304,2010,Auburn,SEC,26.5,11.1,0.769,4.94E+01,1.32E+02,1.07E+02,1.25E+02,1.24E+02,1.17E+02,1.30E+02,6.28E-01,-2.20E+00,22.7,100.9,106.8,107.7,103.5,102.3,104.2,0.168,0.116,0.052,-0.1
1305,2010,Boise State,Mountain West,26.4,12.6,0.919,4.21E+01,1.23E+02,1.13E+02,1.09E+02,1.22E+02,1.17E+02,1.17E+02,4.29E-01,0.00E+00,14.1,136.8,110.2,126.2,124.6,129,112.5,0.219,0.135,0.082,-1.6
1306,2010,Oklahoma State,Big 12,25.9,11.6,0.874,4.29E+01,1.22E+02,1.03E+02,1.10E+02,1.15E+02,1.14E+02,1.09E+02,4.29E-01,-3.30E+00,19.5,105.9,116.2,116.2,108,115.1,101.1,0.149,0.088,0.061,2.5
1307,2010,TCU,Big 12,25.2,12.2,0.921,3.94E+01,1.17E+02,1.03E+02,1.10E+02,1.16E+02,1.12E+02,1.13E+02,5.66E-01,7.00E-01,15.8,131.3,111.8,113.6,126.1,119.5,120.5,0.199,0.101,0.098,1.6
